最速下降法：
第1次迭代, f(x_1) = 0.7711096853451352, x1 = 0.1612617799292677, x2 = 0.0000000000000000
第268次迭代, f(x_268) = 0.0682063041813402, x1 = 0.7388366331773811, x2 = 0.5458792356459292
第269次迭代, f(x_269) = 0.0678959207339842, x1 = 0.7400244151059174, x2 = 0.5458793879791455
第270次迭代, f(x_270) = 0.0675874686967126, x1 = 0.7400240998221712, x2 = 0.5476351841662332
第271次迭代, f(x_271) = 0.0672809076262773, x1 = 0.7412027128473220, x2 = 0.5476354037190643
第272次迭代, f(x_272) = 0.0669762389977600, x1 = 0.7412023204019722, x2 = 0.5493803102387261
第273次迭代, f(x_273) = 0.0666734235910651, x1 = 0.7423718956356407, x2 = 0.5493805677086512
第274次迭代, f(x_274) = 0.0663724656837440, x1 = 0.7423714580163339, x2 = 0.5511147562627832
第275次迭代, f(x_275) = 0.0660733274665469, x1 = 0.7435321249620678, x2 = 0.5511150381258411
第276次迭代, f(x_276) = 0.0657760176959949, x1 = 0.7435316439627669, x2 = 0.5528386159804179
第277次迭代, f(x_277) = 0.0654804968387977, x1 = 0.7446835365184742, x2 = 0.5528389258258249
第278次迭代, f(x_278) = 0.0651867870064347, x1 = 0.7446829677961796, x2 = 0.5545518677273306
第279次迭代, f(x_279) = 0.0648948423813239, x1 = 0.7458261058734209, x2 = 0.5545522506395374
第280次迭代, f(x_280) = 0.0646046366879415, x1 = 0.7458255783348541, x2 = 0.5562550243373930
第281次迭代, f(x_281) = 0.0643161624746668, x1 = 0.7469602119241607, x2 = 0.5562553677563045
第282次迭代, f(x_282) = 0.0640294316033187, x1 = 0.7469596247010170, x2 = 0.5579478331806973
第283次迭代, f(x_283) = 0.0637444014609582, x1 = 0.7480857104241772, x2 = 0.5579482106383854
第284次迭代, f(x_284) = 0.0634610303219644, x1 = 0.7480852718136239, x2 = 0.5596309049601419
第285次迭代, f(x_285) = 0.0631793404855490, x1 = 0.7492031230929519, x2 = 0.5596312019167675
第286次迭代, f(x_286) = 0.0628993439822420, x1 = 0.7492025838975981, x2 = 0.5613037462077571
第287次迭代, f(x_287) = 0.0626209910503472, x1 = 0.7503121407251234, x2 = 0.5613040850336940
第288次迭代, f(x_288) = 0.0623442743842786, x1 = 0.7503116455883666, x2 = 0.5629668205949535
第289次迭代, f(x_289) = 0.0620691830512185, x1 = 0.7514130547497225, x2 = 0.5629671493322708
第290次迭代, f(x_290) = 0.0617956931490442, x1 = 0.7514126046960298, x2 = 0.5646202314384628
第291次迭代, f(x_291) = 0.0615238013835500, x1 = 0.7525059949649368, x2 = 0.5646205267171683
第292次迭代, f(x_292) = 0.0612534912976181, x1 = 0.7525055732867810, x2 = 0.5662639781825890
第293次迭代, f(x_293) = 0.0609847595350468, x1 = 0.7535910370880369, x2 = 0.5662642676065553
第294次迭代, f(x_294) = 0.0607175886613052, x1 = 0.7535906076863121, x2 = 0.5678981644284590
第295次迭代, f(x_295) = 0.0604519651878828, x1 = 0.7546682828319686, x2 = 0.5678984442524397
第296次迭代, f(x_296) = 0.0601879070235968, x1 = 0.7546677620957767, x2 = 0.5695226034851787
第297次迭代, f(x_297) = 0.0599253805508888, x1 = 0.7557376283525874, x2 = 0.5695229646029024
第298次迭代, f(x_298) = 0.0596643611858450, x1 = 0.7557371065443608, x2 = 0.5711377585851415
第299次迭代, f(x_299) = 0.0594048469266820, x1 = 0.7567993768817028, x2 = 0.5711381134689718
第300次迭代, f(x_300) = 0.0591468465896565, x1 = 0.7567987531004630, x2 = 0.5727433720468521
第301次迭代, f(x_301) = 0.0588903293648569, x1 = 0.7578534687589471, x2 = 0.5727437975940053
第302次迭代, f(x_302) = 0.0586353099890553, x1 = 0.7578527104013340, x2 = 0.5743395945507058
第303次迭代, f(x_303) = 0.0583817414210587, x1 = 0.7588999407843210, x2 = 0.5743400862422068
第304次迭代, f(x_304) = 0.0581296406350123, x1 = 0.7588991072799433, x2 = 0.5759265720494177
第305次迭代, f(x_305) = 0.0578789736062305, x1 = 0.7599388916536722, x2 = 0.5759271258017402
第306次迭代, f(x_306) = 0.0576297124736844, x1 = 0.7599381073057713, x2 = 0.5775047032156604
第307次迭代, f(x_307) = 0.0573818657445983, x1 = 0.7609706051514987, x2 = 0.5775052299413809
第308次迭代, f(x_308) = 0.0571353975147387, x1 = 0.7609698818284730, x2 = 0.5790740581242019
第309次迭代, f(x_309) = 0.0568903171058934, x1 = 0.7619952120390134, x2 = 0.5790745315615646
第310次迭代, f(x_310) = 0.0566466056371721, x1 = 0.7619945262556957, x2 = 0.5806346337319851
第311次迭代, f(x_311) = 0.0564042569803204, x1 = 0.7630127834449504, x2 = 0.5806350722501573
第312次迭代, f(x_312) = 0.0561632770038985, x1 = 0.7630120743929278, x2 = 0.5821863286036550
第313次迭代, f(x_313) = 0.0559236454672808, x1 = 0.7640233163294847, x2 = 0.5821867970592309
第314次迭代, f(x_314) = 0.0556853755158866, x1 = 0.7640225109030111, x2 = 0.5837291507032486
第315次迭代, f(x_315) = 0.0554484335869888, x1 = 0.7650267635851075, x2 = 0.5837296815908626
第316次迭代, f(x_316) = 0.0552128156264296, x1 = 0.7650259259904654, x2 = 0.5852633643974944
第317次迭代, f(x_317) = 0.0549785067613684, x1 = 0.7660232820395219, x2 = 0.5852639179472972
第318次迭代, f(x_318) = 0.0547454868634885, x1 = 0.7660224653941182, x2 = 0.5867891398271210
第319次迭代, f(x_319) = 0.0545137575659606, x1 = 0.7670130666631100, x2 = 0.5867896812093050
第320次迭代, f(x_320) = 0.0542833176230155, x1 = 0.7670121946454644, x2 = 0.5883063684803284
第321次迭代, f(x_321) = 0.0540541445295215, x1 = 0.7679960877396311, x2 = 0.5883069341153333
第322次迭代, f(x_322) = 0.0538262471911053, x1 = 0.7679951574045283, x2 = 0.5898151357685054
第323次迭代, f(x_323) = 0.0535995972420764, x1 = 0.7689724160533604, x2 = 0.5898157370126085
第324次迭代, f(x_324) = 0.0533742098609370, x1 = 0.7689714095234957, x2 = 0.5913154686111298
第325次迭代, f(x_325) = 0.0531500539242611, x1 = 0.7699420209535662, x2 = 0.5913161247116774
第326次迭代, f(x_326) = 0.0529270950134994, x1 = 0.7699411057720630, x2 = 0.5928078917258414
第327次迭代, f(x_327) = 0.0527053487221610, x1 = 0.7709053100942459, x2 = 0.5928084851768028
第328次迭代, f(x_328) = 0.0524848220973663, x1 = 0.7709043390357686, x2 = 0.5942920008503901
第329次迭代, f(x_329) = 0.0522654897227316, x1 = 0.7718620661205898, x2 = 0.5942926281746524
第330次迭代, f(x_330) = 0.0520473245551855, x1 = 0.7718611730423405, x2 = 0.5957682936110754
第331次迭代, f(x_331) = 0.0518303359737042, x1 = 0.7728125772472418, x2 = 0.5957688683278737
第332次迭代, f(x_332) = 0.0516145018533039, x1 = 0.7728117483392593, x2 = 0.5972367309336001
第333次迭代, f(x_333) = 0.0513998255487965, x1 = 0.7737569317990386, x2 = 0.5972372586875181
第334次迭代, f(x_334) = 0.0511863127290981, x1 = 0.7737560773124824, x2 = 0.5986971402920488
第335次迭代, f(x_335) = 0.0509739441434804, x1 = 0.7746950191460155, x2 = 0.5986976914672941
第336次迭代, f(x_336) = 0.0507627028695191, x1 = 0.7746942017789307, x2 = 0.6001498513360419
第337次迭代, f(x_337) = 0.0505525869247121, x1 = 0.7756270097334068, x2 = 0.6001503713507933
第338次迭代, f(x_338) = 0.0503435790259610, x1 = 0.7756262517694877, x2 = 0.6015949380927945
第339次迭代, f(x_339) = 0.0501356772786061, x1 = 0.7765530070510164, x2 = 0.6015954111267222
第340次迭代, f(x_340) = 0.0499288714237764, x1 = 0.7765523074639518, x2 = 0.6030323722613640
第341次迭代, f(x_341) = 0.0497231660899528, x1 = 0.7774730871630920, x2 = 0.6030328316584956
第342次迭代, f(x_342) = 0.0495185579012134, x1 = 0.7774723438057118, x2 = 0.6044621056895153
第343次迭代, f(x_343) = 0.0493150273876608, x1 = 0.7783871881581153, x2 = 0.6044625746078208
第344次迭代, f(x_344) = 0.0491125840853510, x1 = 0.7783864084817105, x2 = 0.6058842188950500
第345次迭代, f(x_345) = 0.0489112006452873, x1 = 0.7792953280981356, x2 = 0.6058847040857472
第346次迭代, f(x_346) = 0.0487108624428203, x1 = 0.7792946255303819, x2 = 0.6072990041200361
第347次迭代, f(x_347) = 0.0485115771346799, x1 = 0.7801977481091114, x2 = 0.6072994583833611
第348次迭代, f(x_348) = 0.0483133287434258, x1 = 0.7801970686644959, x2 = 0.6087063716698599
第349次迭代, f(x_349) = 0.0481161220095692, x1 = 0.7810944405158937, x2 = 0.6087068187712786
第350次迭代, f(x_350) = 0.0479199388562228, x1 = 0.7810937672148741, x2 = 0.6101064531473828
第351次迭代, f(x_351) = 0.0477247721941325, x1 = 0.7819854364333964, x2 = 0.6101068689400032
第352次迭代, f(x_352) = 0.0475306039610144, x1 = 0.7819848540266197, x2 = 0.6114993780101603
第353次迭代, f(x_353) = 0.0473374474464765, x1 = 0.7828709371226387, x2 = 0.6114997578382381
第354次迭代, f(x_354) = 0.0471452999882679, x1 = 0.7828703154939709, x2 = 0.6128849583581787
第355次迭代, f(x_355) = 0.0469541464261167, x1 = 0.7837507763130971, x2 = 0.6128853529931705
第356次迭代, f(x_356) = 0.0467639620241249, x1 = 0.7837502324878060, x2 = 0.6142635606283204
第357次迭代, f(x_357) = 0.0465747605685369, x1 = 0.7846252067791607, x2 = 0.6142639113631816
第358次迭代, f(x_358) = 0.0463865274610681, x1 = 0.7846246824875117, x2 = 0.6156350710102714
第359次迭代, f(x_359) = 0.0461992615587015, x1 = 0.7854942342676444, x2 = 0.6156354028223415
第360次迭代, f(x_360) = 0.0460129727519296, x1 = 0.7854936535550694, x2 = 0.6169993482336118
第361次迭代, f(x_361) = 0.0458276412619646, x1 = 0.7863577642403967, x2 = 0.6169997237491511
第362次迭代, f(x_362) = 0.0456432604294332, x1 = 0.7863571664292539, x2 = 0.6183566272976678
第363次迭代, f(x_363) = 0.0454598250552785, x1 = 0.7872159112774088, x2 = 0.6183570158195926
第364次迭代, f(x_364) = 0.0452773210952613, x1 = 0.7872153177441097, x2 = 0.6197069946122477
第365次迭代, f(x_365) = 0.0450957502463864, x1 = 0.7880687539325890, x2 = 0.6197073806770498
第366次迭代, f(x_366) = 0.0449150907628879, x1 = 0.7880681933200407, x2 = 0.6210505814642741
第367次迭代, f(x_367) = 0.0447353496451266, x1 = 0.7889163620172994, x2 = 0.6210509402332938
第368次迭代, f(x_368) = 0.0445564876388763, x1 = 0.7889159229263443, x2 = 0.6223876638254362
第369次迭代, f(x_369) = 0.0443785264772563, x1 = 0.7897589997439378, x2 = 0.6223879314083388
第370次迭代, f(x_370) = 0.0442014779136003, x1 = 0.7897585248966003, x2 = 0.6237177533930965
第371次迭代, f(x_371) = 0.0440253256809467, x1 = 0.7905964277636832, x2 = 0.6237180621461775
第372次迭代, f(x_372) = 0.0438500613180820, x1 = 0.7905959378067359, x2 = 0.6250411949765654
第373次迭代, f(x_373) = 0.0436756724336147, x1 = 0.7914287610219974, x2 = 0.6250414902038020
第374次迭代, f(x_374) = 0.0435021633023164, x1 = 0.7914282779307955, x2 = 0.6263579747771223
第375次迭代, f(x_375) = 0.0433295200950117, x1 = 0.7922560468135694, x2 = 0.6263582703505520
第376次迭代, f(x_376) = 0.0431577358325684, x1 = 0.7922555998736223, x2 = 0.6276682376778771
第377次迭代, f(x_377) = 0.0429868078086830, x1 = 0.7930783925304372, x2 = 0.6276685142168849
第378次迭代, f(x_378) = 0.0428167323261659, x1 = 0.7930779560408615, x2 = 0.6289719376876299
第379次迭代, f(x_379) = 0.0426475058080439, x1 = 0.7938957714282994, x2 = 0.6289722171354264
第380次迭代, f(x_380) = 0.0424790987568888, x1 = 0.7938954179907356, x2 = 0.6302693718996124
第381次迭代, f(x_381) = 0.0423115279068743, x1 = 0.7947083655249870, x2 = 0.6302695939864182
第382次迭代, f(x_382) = 0.0421447700356308, x1 = 0.7947080858483991, x2 = 0.6315604989648856
第383次迭代, f(x_383) = 0.0419788372212945, x1 = 0.7955162007151333, x2 = 0.6315606733087620
第384次迭代, f(x_384) = 0.0418137055858721, x1 = 0.7955160016618288, x2 = 0.6328454005672528
第385次迭代, f(x_385) = 0.0416493875638251, x1 = 0.7963193889768313, x2 = 0.6328455217356961
第386次迭代, f(x_386) = 0.0414858949622093, x1 = 0.7963191345566829, x2 = 0.6341237836583550
第387次迭代, f(x_387) = 0.0413232028603387, x1 = 0.7971177128584069, x2 = 0.6341239328484947
第388次迭代, f(x_388) = 0.0411612974572520, x1 = 0.7971175279903459, x2 = 0.6353960618141713
第389次迭代, f(x_389) = 0.0410001858075296, x1 = 0.7979114446914286, x2 = 0.6353961759547838
第390次迭代, f(x_390) = 0.0408398732020154, x1 = 0.7979112244860621, x2 = 0.6366619575709632
第391次迭代, f(x_391) = 0.0406803466662887, x1 = 0.7987004966177536, x2 = 0.6366621000051510
第392次迭代, f(x_392) = 0.0405216278581264, x1 = 0.7987001544251182, x2 = 0.6379213921135347
第393次迭代, f(x_393) = 0.0403636825545461, x1 = 0.7994847141080454, x2 = 0.6379216044478191
第394次迭代, f(x_394) = 0.0402064922753633, x1 = 0.7994844338810526, x2 = 0.6391749200025346
第395次迭代, f(x_395) = 0.0400500649711931, x1 = 0.8002644265686366, x2 = 0.6391750912258484
第396次迭代, f(x_396) = 0.0398943800498597, x1 = 0.8002642244427114, x2 = 0.6404224769555256
第397次迭代, f(x_397) = 0.0397394542288490, x1 = 0.8010397251982203, x2 = 0.6404226136500983
第398次迭代, f(x_398) = 0.0395852801640611, x1 = 0.8010395010304233, x2 = 0.6416639102145174
第399次迭代, f(x_399) = 0.0394318533192985, x1 = 0.8018105237991929, x2 = 0.6416640544158803
第400次迭代, f(x_400) = 0.0392791792959573, x1 = 0.8018102442738269, x2 = 0.6428992078539731
第401次迭代, f(x_401) = 0.0391272428818840, x1 = 0.8025767595537424, x2 = 0.6428993858168227
第402次迭代, f(x_402) = 0.0389760216851867, x1 = 0.8025765422418740, x2 = 0.6441287595715584
第403次迭代, f(x_403) = 0.0388255269955744, x1 = 0.8033386765438695, x2 = 0.6441288934052235
第404次迭代, f(x_404) = 0.0386757461596349, x1 = 0.8033384985516800, x2 = 0.6453524652733179
第405次迭代, f(x_405) = 0.0385266820585686, x1 = 0.8040962795308891, x2 = 0.6453525724103442
第406次迭代, f(x_406) = 0.0383783265914820, x1 = 0.8040961292240172, x2 = 0.6465703306894102
第407次迭代, f(x_407) = 0.0382306821416732, x1 = 0.8048496258087887, x2 = 0.6465704285369331
第408次迭代, f(x_408) = 0.0380837633924808, x1 = 0.8048493828454457, x2 = 0.6477821206871626
第409次迭代, f(x_409) = 0.0379375474130439, x1 = 0.8055985106610546, x2 = 0.6477822775052955
第410次迭代, f(x_410) = 0.0377920124972735, x1 = 0.8055983217940383, x2 = 0.6489883736011889
第411次迭代, f(x_411) = 0.0376471661006342, x1 = 0.8063432825235606, x2 = 0.6489884818733715
第412次迭代, f(x_412) = 0.0375030331210840, x1 = 0.8063430014105614, x2 = 0.6501886068065315
第413次迭代, f(x_413) = 0.0373595796637325, x1 = 0.8070836544122941, x2 = 0.6501887709837136
第414次迭代, f(x_414) = 0.0372167846078351, x1 = 0.8070834776410262, x2 = 0.6513834439988290
第415次迭代, f(x_415) = 0.0370746661241047, x1 = 0.8078200275947780, x2 = 0.6513835569938494
第416次迭代, f(x_416) = 0.0369332302680402, x1 = 0.8078197974421837, x2 = 0.6525724662960324
第417次迭代, f(x_417) = 0.0367924592305214, x1 = 0.8085521461736753, x2 = 0.6525726030832151
第418次迭代, f(x_418) = 0.0366523283658620, x1 = 0.8085520217866735, x2 = 0.6537561746616137
第419次迭代, f(x_419) = 0.0365128558416972, x1 = 0.8092803337211961, x2 = 0.6537562497215538
第420次迭代, f(x_420) = 0.0363740404939553, x1 = 0.8092802042542843, x2 = 0.6549342329481791
第421次迭代, f(x_421) = 0.0362358770564434, x1 = 0.8100044578896288, x2 = 0.6549343150075472
第422次迭代, f(x_422) = 0.0360983683350863, x1 = 0.8100042939234189, x2 = 0.6561066814442889
第423次迭代, f(x_423) = 0.0359615040153028, x1 = 0.8107245145922585, x2 = 0.6561067856111948
第424次迭代, f(x_424) = 0.0358252890634084, x1 = 0.8107243041184642, x2 = 0.6572735513288460
第425次迭代, f(x_425) = 0.0356897100830822, x1 = 0.8114405223504217, x2 = 0.6572736822785556
第426次迭代, f(x_426) = 0.0355547732320803, x1 = 0.8114402661873255, x2 = 0.6584348984833370
第427次迭代, f(x_427) = 0.0354204627708582, x1 = 0.8121524712846244, x2 = 0.6584350523047148
第428次迭代, f(x_428) = 0.0352867580108687, x1 = 0.8121523010449819, x2 = 0.6595910741972157
第429次迭代, f(x_429) = 0.0351536749618284, x1 = 0.8128606536748051, x2 = 0.6595911820318427
第430次迭代, f(x_430) = 0.0350212228073304, x1 = 0.8128604189566555, x2 = 0.6607416831892106
第431次迭代, f(x_431) = 0.0348893829614437, x1 = 0.8135648325679701, x2 = 0.6607418253373759
第432次迭代, f(x_432) = 0.0347581442776416, x1 = 0.8135646378273660, x2 = 0.6618871166011357
第433次迭代, f(x_433) = 0.0346275094184664, x1 = 0.8142652268493078, x2 = 0.6618872306140341
第434次迭代, f(x_434) = 0.0344974807389666, x1 = 0.8142650255635328, x2 = 0.6630272148155799
第435次迭代, f(x_435) = 0.0343680491557289, x1 = 0.8149618164313297, x2 = 0.6630273337874014
第436次迭代, f(x_436) = 0.0342392328762011, x1 = 0.8149615368248904, x2 = 0.6641618375189872
第437次迭代, f(x_437) = 0.0341110099092631, x1 = 0.8156544828353331, x2 = 0.6641620132206154
第438次迭代, f(x_438) = 0.0339833752091129, x1 = 0.8156541967157223, x2 = 0.6652913148874580
第439次迭代, f(x_439) = 0.0338563232040687, x1 = 0.8163434088293393, x2 = 0.6652914845921921
第440次迭代, f(x_440) = 0.0337298652434188, x1 = 0.8163430774058292, x2 = 0.6664155037191646
第441次迭代, f(x_441) = 0.0336039814360889, x1 = 0.8170285664876736, x2 = 0.6664156965171683
第442次迭代, f(x_442) = 0.0334786917828747, x1 = 0.8170281668035003, x2 = 0.6675343961684598
第443次迭代, f(x_443) = 0.0333539695726785, x1 = 0.8177098993955615, x2 = 0.6675346307263722
第444次迭代, f(x_444) = 0.0332298064139906, x1 = 0.8177095548820361, x2 = 0.6686483444354200
第445次迭代, f(x_445) = 0.0331062087150774, x1 = 0.8183876459368647, x2 = 0.6686485572114382
第446次迭代, f(x_446) = 0.0329831705181110, x1 = 0.8183873063678287, x2 = 0.6697572375310002
第447次迭代, f(x_447) = 0.0328606887385741, x1 = 0.8190618025579639, x2 = 0.6697574402970853
第448次迭代, f(x_448) = 0.0327387797505010, x1 = 0.8190613924335596, x2 = 0.6708609132789597
第449次迭代, f(x_449) = 0.0326174191881102, x1 = 0.8197322038145816, x2 = 0.6708611548828414
第450次迭代, f(x_450) = 0.0324965835546122, x1 = 0.8197319120527240, x2 = 0.6719599338723472
第451次迭代, f(x_451) = 0.0323762924985647, x1 = 0.8203992268894373, x2 = 0.6719601093259587
第452次迭代, f(x_452) = 0.0322565486669515, x1 = 0.8203989180358838, x2 = 0.6730538920654240
第453次迭代, f(x_453) = 0.0321373418499931, x1 = 0.8210626668346889, x2 = 0.6730540742149039
第454次迭代, f(x_454) = 0.0320186628765025, x1 = 0.8210624051290591, x2 = 0.6741430452668536
第455次迭代, f(x_455) = 0.0319005165648294, x1 = 0.8217226313549310, x2 = 0.6741432031925211
第456次迭代, f(x_456) = 0.0317828795855268, x1 = 0.8217224647380124, x2 = 0.6752275553324345
第457次迭代, f(x_457) = 0.0316657669432276, x1 = 0.8223792601326916, x2 = 0.6752276488287200
第458次迭代, f(x_458) = 0.0315491732609245, x1 = 0.8223791305736111, x2 = 0.6763072077272846
第459次迭代, f(x_459) = 0.0314331026204924, x1 = 0.8230325092578185, x2 = 0.6763072911274957
第460次迭代, f(x_460) = 0.0313175661500940, x1 = 0.8230323019873307, x2 = 0.6773818508856718
第461次迭代, f(x_461) = 0.0312025418793480, x1 = 0.8236822165806876, x2 = 0.6773819681574347
第462次迭代, f(x_462) = 0.0310880324709127, x1 = 0.8236820132246444, x2 = 0.6784517364464963
第463次迭代, f(x_463) = 0.0309740307654252, x1 = 0.8243285343569730, x2 = 0.6784518547226723
第464次迭代, f(x_464) = 0.0308605420220599, x1 = 0.8243283118748920, x2 = 0.6795168005918174
第465次迭代, f(x_465) = 0.0307475567127463, x1 = 0.8249714418381372, x2 = 0.6795169343243244
第466次迭代, f(x_466) = 0.0306350710247171, x1 = 0.8249712280432447, x2 = 0.6805771802956621
第467次迭代, f(x_467) = 0.0305230825910120, x1 = 0.8256110177770248, x2 = 0.6805773071056082
